node_names,node_coords
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;445;522;575;627;692;752,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-9,-13);(-10,-13);(-11,-13);(-11,-14);(-12,-14);(-13,-14)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;445;522;576,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-9,-13);(-10,-13);(-10,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;445;523,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-9,-13);(-9,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;446,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-8,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;447;510;563;628;674;736;788;835,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-9,-14);(-10,-14);(-10,-15);(-11,-15);(-12,-15);(-13,-15);(-14,-15)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;447;510;563;628;674;736;788;836,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-9,-14);(-10,-14);(-10,-15);(-11,-15);(-12,-15);(-13,-15);(-13,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;447;510;563;628;674;736;789,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-9,-14);(-10,-14);(-10,-15);(-11,-15);(-12,-15);(-12,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;447;510;563;628;674;737,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-9,-14);(-10,-14);(-10,-15);(-11,-15);(-11,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;417;447;510;564,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-9,-14);(-9,-15)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;508,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-8,-15)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;647,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-10,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;682;760,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-10,-17);(-11,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;854;869;883,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-14,-18);(-15,-18);(-16,-18)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;854;869;884,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-14,-18);(-15,-18);(-15,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;854;869;885,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-14,-18);(-15,-18);(-15,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;854;870,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-14,-18);(-14,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;854;871,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-14,-18);(-14,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;855,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-13,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;832;856,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-13,-18);(-13,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;833,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-12,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;800;834,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-12,-18);(-12,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;761;801,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-11,-18);(-11,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;722;762,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-10,-18);(-10,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;723,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-8,-18)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;586;648;683;724,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-9,-16);(-9,-17);(-9,-18);(-9,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;558;587,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-8,-16);(-8,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;388;418;453;509;559,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-7,-13);(-7,-14);(-7,-15);(-7,-16);(-7,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;318;342;389;450;534,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-6,-12);(-6,-13);(-6,-14);(-6,-15);(-6,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;319,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-4,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;214;246;260;273;320,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-5,-9);(-5,-10);(-5,-11);(-5,-12);(-5,-13)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;202;215,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-4,-9);(-4,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;298,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-2,-11)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;322,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-2,-12)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;351,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-4,-13)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;352,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-2,-13)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;390;413,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-4,-14);(-5,-14)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;390;414;448;515;539;577,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-4,-14);(-4,-15);(-5,-15);(-5,-16);(-5,-17);(-6,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;390;414;448;515;539;578;644;696;811,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-4,-14);(-4,-15);(-5,-15);(-5,-16);(-5,-17);(-5,-18);(-6,-18);(-7,-18);(-7,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;390;414;449,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-4,-14);(-4,-15);(-4,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;391,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-2,-14)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;443,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-2,-15)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;480,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-2,-16)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;525;569;605;635;690,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-4,-17);(-4,-18);(-4,-19);(-5,-19);(-6,-19)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;525;569;605;635;691;750;802,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-4,-17);(-4,-18);(-4,-19);(-5,-19);(-5,-20);(-6,-20);(-7,-20)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;525;569;605;635;691;750;803,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-4,-17);(-4,-18);(-4,-19);(-5,-19);(-5,-20);(-6,-20);(-6,-21)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;525;569;605;635;691;751,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-4,-17);(-4,-18);(-4,-19);(-5,-19);(-5,-20);(-5,-21)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;525;569;605;636,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-4,-17);(-4,-18);(-4,-19);(-4,-20)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;526,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-2,-17)"
root;1;5;11;26;34;45;61;73;84;88;109;120;162;177;203;270;299;323;353;392;444;481;527,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13);(-3,-14);(-3,-15);(-3,-16);(-3,-17);(-3,-18)"
root;1;5;11;26;34;45;61;73;84;88;109;120;163;191,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-2,-8);(-2,-9);(-2,-10)"
root;1;5;11;26;34;45;61;73;84;88;109;121;140,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-1,-7);(-2,-7)"
root;1;5;11;26;34;45;61;73;84;88;109;122,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(0,-8);(-1,-8);(-1,-9)"
root;1;5;11;26;34;45;61;73;84;89,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(2,-8)"
root;1;5;11;26;34;45;61;73;84;90;99,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(0,-9)"
root;1;5;11;26;34;45;61;73;84;90;100;110;128;198,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(4,-9);(5,-9)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;490;633,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(10,-8);(11,-8)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;490;634;782,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(10,-8);(10,-7);(11,-7)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;490;634;783,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(10,-8);(10,-7);(10,-6)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;491,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(9,-7)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;492;596,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(9,-9);(10,-9)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;492;597;715,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(9,-9);(9,-10);(8,-10)"
root;1;5;11;26;34;45;61;73;84;90;100;110;129;164;184;253;285;368;430;492;597;716,"(0.01,0.01);(1,0);(1,-1);(1,-2);(1,-3);(1,-4);(1,-5);(1,-6);(1,-7);(1,-8);(1,-9);(2,-9);(3,-9);(3,-8);(4,-8);(5,-8);(6,-8);(7,-8);(8,-8);(9,-8);(9,-9);(9,-10);(10,-10)"
