node_names,node_coords
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;140,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-1,-9)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;160,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-1,-10)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;173,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-1,-11)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;200,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(0,-12)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;222,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(1,-13)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;236;251,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(1,-14);(2,-14)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;236;252;273,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(1,-14);(1,-15);(2,-15)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;236;252;274;290;303,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(1,-14);(1,-15);(1,-16);(2,-16);(3,-16)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;236;252;274;290;304;331,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(1,-14);(1,-15);(1,-16);(2,-16);(2,-17);(3,-17)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;236;252;274;290;304;332,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(1,-14);(1,-15);(1,-16);(2,-16);(2,-17);(2,-18)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;236;252;274;291,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(1,-14);(1,-15);(1,-16);(1,-17)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;237;262,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(0,-15);(-1,-15)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;237;263;280,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(0,-15);(0,-16);(-1,-16)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;237;263;281;309,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(0,-15);(0,-16);(0,-17);(-1,-17)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;210;223;237;263;281;310,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(0,-13);(0,-14);(0,-15);(0,-16);(0,-17);(0,-18)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;195;201;211,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-1,-12);(-1,-13);(-1,-14)"
root;2;6;8;21;30;34;41;46;55;64;73;93;98;118;120;141;161;174;196,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-2,-5);(-2,-6);(-2,-7);(-2,-8);(-2,-9);(-2,-10);(-2,-11);(-2,-12);(-2,-13)"
root;2;6;8;21;30;34;41;46;55;64;74;96;105;171,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-4,-7);(-5,-7)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;129;219,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-4,-8);(-5,-8)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;138,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-4,-9)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;152,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-4,-10)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;166,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-4,-11)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;208,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-5,-12)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;266;298,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-8,-13);(-9,-13)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;266;299;327,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-9,-14)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;266;299;328,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-8,-13);(-8,-14);(-8,-15)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;278;294,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-8,-12);(-9,-12)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;278;295;311,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-8,-12);(-8,-11);(-9,-11)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;278;295;312;319;333,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-8,-12);(-8,-11);(-8,-10);(-9,-10);(-10,-10)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;278;295;312;319;334,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-8,-12);(-8,-11);(-8,-10);(-9,-10);(-9,-9)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;278;295;312;320,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-8,-12);(-8,-11);(-8,-10);(-7,-10)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;278;295;312;321,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-8,-12);(-8,-11);(-8,-10);(-8,-9)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;267;279,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-12);(-7,-11)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;244;268,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-7,-13);(-7,-14)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;245,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-6,-12)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;230;246,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-6,-13);(-6,-14)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;220;231,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-5,-13);(-5,-14)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;221;232,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-4,-14);(-3,-14)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;221;233;255,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-4,-14);(-4,-15);(-5,-15)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;221;233;256,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-4,-14);(-4,-15);(-3,-15)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;221;233;257;305,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-4,-14);(-4,-15);(-4,-16);(-5,-16)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;221;233;257;306,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-4,-14);(-4,-15);(-4,-16);(-3,-16)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;188;209;221;233;257;307,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-4,-12);(-4,-13);(-4,-14);(-4,-15);(-4,-16);(-4,-17)"
root;2;6;8;21;30;34;41;46;55;64;74;96;106;130;139;153;167;189,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-3,1);(-3,0);(-3,-1);(-3,-2);(-3,-3);(-3,-4);(-3,-5);(-3,-6);(-3,-7);(-3,-8);(-3,-9);(-3,-10);(-3,-11);(-3,-12);(-3,-13)"
root;2;6;8;22;24;31;67,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-5,2)"
root;2;6;8;22;24;31;68;115;136,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-5,3);(-6,3)"
root;2;6;8;22;24;31;68;115;137;172,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-5,3);(-5,4);(-6,4)"
root;2;6;8;22;24;31;68;116;142,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-3,4)"
root;2;6;8;22;24;31;68;116;143;168;193,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-4,5);(-5,5);(-6,5)"
root;2;6;8;22;24;31;68;116;143;168;194;247,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-4,5);(-5,5);(-5,6);(-6,6)"
root;2;6;8;22;24;31;68;116;143;168;194;248,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-4,5);(-5,5);(-5,6);(-5,7)"
root;2;6;8;22;24;31;68;116;143;169,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-4,5);(-3,5)"
root;2;6;8;22;24;31;68;116;143;170;241,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-4,5);(-4,6);(-3,6)"
root;2;6;8;22;24;31;68;116;143;170;242,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-4,2);(-4,3);(-4,4);(-4,5);(-4,6);(-4,7)"
root;2;6;8;22;24;32,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-3,2);(-3,3)"
root;2;6;8;22;25;56,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,2);(-2,3);(-2,4)"
root;2;6;8;23,"(0.01,0.01);(0,1);(-1,1);(-2,1);(-2,0)"
root;2;6;9,"(0.01,0.01);(0,1);(-1,1);(-1,2)"
root;2;6;10;81;110,"(0.01,0.01);(0,1);(-1,1);(-1,0);(-1,-1);(-1,-2)"
root;2;7;11;12;43;101,"(0.01,0.01);(0,1);(0,2);(0,3);(-1,3);(-1,4);(-1,5)"
root;2;7;11;13;76;192,"(0.01,0.01);(0,1);(0,2);(0,3);(1,3);(1,4);(1,5)"
root;2;7;11;14,"(0.01,0.01);(0,1);(0,2);(0,3);(0,4)"
root;3;61,"(0.01,0.01);(0,0);(0,-1)"
