node_names,node_coords
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;376;411;443;463;540;626;687;728,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-13,-7);(-13,-8);(-14,-8);(-14,-9);(-14,-10);(-15,-10);(-15,-11);(-15,-12)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;376;411;443;463;540;627,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-13,-7);(-13,-8);(-14,-8);(-14,-9);(-14,-10);(-13,-10)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;376;411;443;463;540;628,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-13,-7);(-13,-8);(-14,-8);(-14,-9);(-14,-10);(-14,-11)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;376;411;444,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-13,-7);(-13,-8);(-13,-9)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;377,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-11,-7)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;453;523,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-11,-8);(-10,-8)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;453;524;602,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-11,-8);(-11,-9);(-10,-9)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;453;524;603;662;718;773,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-11,-8);(-11,-9);(-11,-10);(-11,-11);(-11,-12);(-10,-12)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;453;524;603;662;718;774,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-11,-8);(-11,-9);(-11,-10);(-11,-11);(-11,-12);(-11,-13)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;454;583;646;692,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-12,-9);(-12,-10);(-12,-11);(-13,-11)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;454;583;646;693;745,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-12,-9);(-12,-10);(-12,-11);(-12,-12);(-13,-12)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;454;583;646;693;746;798,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-12,-9);(-12,-10);(-12,-11);(-12,-12);(-12,-13);(-13,-13)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;227;247;254;286;315;354;378;454;583;646;693;746;799,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-12,-2);(-12,-3);(-12,-4);(-12,-5);(-12,-6);(-12,-7);(-12,-8);(-12,-9);(-12,-10);(-12,-11);(-12,-12);(-12,-13);(-12,-14)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;228,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-10,-2)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;132;174;179;193;229,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-11,1);(-11,0);(-11,-1);(-11,-2);(-11,-3)"
root;2;6;11;12;22;31;45;56;62;70;83;108;128;133,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-10,1);(-10,0)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;345,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-8,-1)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;435,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-8,-2)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;525,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-10,-3)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;526,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-8,-3)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;527;568,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-9,-4);(-10,-4)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;527;569;592,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-9,-4);(-9,-5);(-10,-5)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;527;569;593,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-9,-4);(-9,-5);(-8,-5)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;527;569;594;634,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-9,-4);(-9,-5);(-9,-6);(-10,-6)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;527;569;594;635,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-9,-4);(-9,-5);(-9,-6);(-8,-6)"
root;2;6;11;12;22;31;45;56;62;70;83;108;129;136;346;436;527;569;594;636,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-9,1);(-9,0);(-9,-1);(-9,-2);(-9,-3);(-9,-4);(-9,-5);(-9,-6);(-9,-7)"
root;2;6;11;12;22;31;45;56;62;70;83;109,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-8,1);(-8,0)"
root;2;6;11;12;22;31;45;56;62;70;84;214,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-7,0);(-6,0)"
root;2;6;11;12;22;31;45;56;62;70;84;215,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-7,2);(-7,1);(-7,0);(-7,-1)"
root;2;6;11;12;22;31;45;56;63;120;151;171,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-8,4)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;243,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-10,5)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;482;547;620;694,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-14,6);(-15,6);(-16,6);(-17,6)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;482;547;620;695,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-14,6);(-15,6);(-16,6);(-16,7)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;482;547;620;696,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-14,6);(-15,6);(-16,6);(-16,5)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;482;547;621,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-14,6);(-15,6);(-15,7)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;482;547;622,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-14,6);(-15,6);(-15,5)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;482;548,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-14,6);(-14,5)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;412;483,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-13,6);(-13,5)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;343;413,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-12,6);(-12,5)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;395;466;530;641;706;755,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-12,7);(-13,7);(-14,7);(-14,8);(-15,8);(-16,8)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;395;466;530;641;706;756,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-12,7);(-13,7);(-14,7);(-14,8);(-15,8);(-15,9)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;395;466;530;641;707,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-12,7);(-13,7);(-14,7);(-14,8);(-14,9)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;395;466;531;663,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-12,7);(-13,7);(-13,8);(-13,9)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;395;467,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-12,7);(-12,8)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;396;487;584,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-11,8);(-11,9);(-12,9)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;396;487;585;656;720;791,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-11,8);(-11,9);(-11,10);(-12,10);(-13,10);(-14,10)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;396;487;585;656;720;792,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-11,8);(-11,9);(-11,10);(-12,10);(-13,10);(-13,11)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;396;487;585;657;704,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-11,8);(-11,9);(-11,10);(-11,11);(-12,11)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;396;487;585;657;705;734,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-11,8);(-11,9);(-11,10);(-11,11);(-11,12);(-12,12)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;301;344;396;487;585;657;705;735;781,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-11,6);(-11,7);(-11,8);(-11,9);(-11,10);(-11,11);(-11,12);(-11,13);(-12,13)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;268;302,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-10,6);(-10,7)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;316,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-8,7)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;775;812;829;847,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-11,14);(-12,14);(-13,14);(-14,14)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;775;812;829;848,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-11,14);(-12,14);(-13,14);(-13,15)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;775;812;829;849,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-11,14);(-12,14);(-13,14);(-13,13)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;775;812;830,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-11,14);(-12,14);(-12,15)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;775;813,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-11,14);(-11,15)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;776,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-9,14)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;382;455;546;614;665;715;744;777,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-10,8);(-10,9);(-10,10);(-10,11);(-10,12);(-10,13);(-10,14);(-10,15)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;383,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-8,8)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;244;269;317;384;473;559,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,6);(-9,7);(-9,8);(-9,9);(-9,10);(-9,11)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;216;245,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-9,5);(-9,4)"
root;2;6;11;12;22;31;45;56;63;120;151;172;199;217,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-8,5);(-8,6)"
root;2;6;11;12;22;31;45;56;63;120;151;172;200,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-7,4);(-7,5);(-7,6)"
root;2;6;11;12;22;31;45;56;63;120;152,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-5,4)"
root;2;6;11;12;22;31;45;56;63;120;153,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,3);(-6,4);(-6,5)"
root;2;6;11;12;22;31;45;56;64,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-6,2);(-6,1)"
root;2;6;11;12;22;31;45;57,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-5,3)"
root;2;6;11;12;22;31;45;58,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-5,2);(-5,1)"
root;2;6;11;12;22;31;46,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,3)"
root;2;6;11;12;22;31;47;82;98,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,1);(-4,0);(-5,0)"
root;2;6;11;12;22;31;47;82;99,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,1);(-4,0);(-3,0)"
root;2;6;11;12;22;31;47;82;100;141;164,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,1);(-4,0);(-4,-1);(-5,-1);(-6,-1)"
root;2;6;11;12;22;31;47;82;100;141;165,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,1);(-4,0);(-4,-1);(-5,-1);(-5,-2)"
root;2;6;11;12;22;31;47;82;100;142,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,1);(-4,0);(-4,-1);(-3,-1)"
root;2;6;11;12;22;31;47;82;100;143,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-4,2);(-4,1);(-4,0);(-4,-1);(-4,-2)"
root;2;6;11;12;22;32;48;110,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-3,3);(-3,4);(-4,4)"
root;2;6;11;12;22;33,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-2,2);(-3,2);(-3,1)"
root;2;6;11;13;19,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-2,3)"
root;2;6;11;13;20,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(0,3)"
root;2;6;11;13;21;23,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-2,4)"
root;2;6;11;13;21;24,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(0,4)"
root;2;6;11;13;21;25;39;79;103;144,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-5,5)"
root;2;6;11;13;21;25;39;79;103;145;197;303,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-5,6);(-6,6)"
root;2;6;11;13;21;25;39;79;103;145;198;224;251,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-6,7)"
