node_names,node_coords
root;3;10;16;26;35;71;94;126;131;136;150;156;181;195;221;270,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1);(-3,-1);(-4,-1);(-4,-2);(-5,-2);(-5,-3);(-5,-4);(-5,-5);(-5,-6);(-5,-7);(-6,-7);(-6,-8);(-6,-9)"
root;3;10;16;26;35;71;94;126;131;136;150;156;181;196;271;324,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1);(-3,-1);(-4,-1);(-4,-2);(-5,-2);(-5,-3);(-5,-4);(-5,-5);(-5,-6);(-5,-7);(-4,-7);(-4,-8);(-3,-8)"
root;3;10;16;26;35;71;94;126;131;136;150;156;181;196;271;325,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1);(-3,-1);(-4,-1);(-4,-2);(-5,-2);(-5,-3);(-5,-4);(-5,-5);(-5,-6);(-5,-7);(-4,-7);(-4,-8);(-4,-9)"
root;3;10;16;26;35;71;94;126;131;136;150;156;181;197;317,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1);(-3,-1);(-4,-1);(-4,-2);(-5,-2);(-5,-3);(-5,-4);(-5,-5);(-5,-6);(-5,-7);(-5,-8);(-5,-9)"
root;3;10;16;26;35;72,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1);(-3,-1);(-3,-2)"
root;3;10;16;26;36,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1);(-2,-2)"
root;3;10;17,"(0.01,0.01);(0,0);(0,-1);(1,-1)"
root;3;10;18;23;41;55;89;103,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-2,-3);(-3,-3);(-4,-3)"
root;3;10;18;23;41;55;89;104;133,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-2,-3);(-3,-3);(-3,-4);(-4,-4)"
root;3;10;18;23;41;55;89;104;134,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-2,-3);(-3,-3);(-3,-4);(-3,-5)"
root;3;10;18;23;41;55;90;132;142;183,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-2,-3);(-2,-4);(-2,-5);(-2,-6);(-3,-6)"
root;3;10;18;23;41;55;90;132;142;184;232,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-2,-3);(-2,-4);(-2,-5);(-2,-6);(-2,-7);(-3,-7)"
root;3;10;18;23;41;55;90;132;142;184;233,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-2,-3);(-2,-4);(-2,-5);(-2,-6);(-2,-7);(-2,-8)"
root;3;10;18;23;41;56;95,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2);(-1,-3);(-1,-4);(-1,-5)"
root;3;10;18;24,"(0.01,0.01);(0,0);(0,-1);(0,-2);(1,-2)"
root;3;10;18;25;57,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3)"
root;3;10;18;25;58;67,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(1,-4)"
root;3;10;18;25;58;68;97,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(1,-5)"
root;3;10;18;25;58;68;98;127,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(-1,-6)"
root;3;10;18;25;58;68;98;128;176;229;286,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(1,-6);(2,-6);(3,-6);(4,-6)"
root;3;10;18;25;58;68;98;128;176;229;287,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(1,-6);(2,-6);(3,-6);(3,-7)"
root;3;10;18;25;58;68;98;128;176;230,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(1,-6);(2,-6);(2,-5)"
root;3;10;18;25;58;68;98;128;176;231,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(1,-6);(2,-6);(2,-7)"
root;3;10;18;25;58;68;98;129;146;205,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(0,-7);(-1,-7);(-1,-8)"
root;3;10;18;25;58;68;98;129;147,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(0,-7);(1,-7)"
root;3;10;18;25;58;68;98;129;148;206;268,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(0,-7);(0,-8);(1,-8);(2,-8)"
root;3;10;18;25;58;68;98;129;148;206;269,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(0,-7);(0,-8);(1,-8);(1,-9)"
root;3;10;18;25;58;68;98;129;148;207,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(0,-4);(0,-5);(0,-6);(0,-7);(0,-8);(0,-9)"
