Gene_ID,Node_ID,Is_AD_Biomarker,Cluster_k10
KIAA1279,2995,0,3
ATP5G2,2857,0,3
DROSHA,2165,0,3
C8orf60,2886,0,3
TMEM147,1441,0,3
PSMD12,996,0,3
PGP,1982,0,3
NFIL3,2413,0,3
KLHL3,1219,0,3
MGC27345,1022,0,3
ARPC5L,2578,0,3
SRP68,2768,0,3
FBXL3,1514,0,3
SERPINE2,2496,0,3
HPCAL1,1219,0,3
PTPRN2,2694,0,3
SV2B,445,0,3
TENM2,2562,0,2
PLEKHM3,2946,0,3
AL022344.5,2875,0,3
TMEM14B,2879,0,3
SLC25A29,2591,0,3
ACBD3,1196,0,3
MET,2545,0,3
SENP1,2944,0,3
STAM,1719,0,3
IGFBP3,2631,0,3
PIGY,1696,0,3
CCNDBP1,2891,0,3
POPDC3,1997,0,3
BTNL9,1760,0,3
NPTN-IT1,109,0,3
FHL3,2944,0,3
TSPAN3,80,0,3
RNF6,1007,0,3
DPP6,107,0,3
MRPL40,2273,0,3
ATP6V0D1,2318,0,3
RPL22,2153,0,2
SLC48A1,1003,0,3
RP11-2E11.9,1416,0,3
LPPR4,339,0,3
THTPA,2270,0,3
CXXC5,159,0,3
FAT3,109,0,3
LOC101928061,1514,0,3
FXYD6,2371,0,3
MICU2,2954,0,3
SRP9,2739,0,3
MTRR,1219,0,3
ATP5I,2310,0,2
PSD2,2795,0,3
STMN2,2826,0,5
RASA2,2871,0,3
EZR,2632,0,3
IFFO1,1295,0,3
ADD3,2697,0,2
PTPLAD1,2428,0,3
MIR1304,2191,0,2
ADAMTS16,2944,0,3
GUCY1A3,2013,0,3
SGIP1,1719,0,3
LOC100287497,2944,0,3
CAMK2G,2929,0,3
LYRM1,2008,0,3
ZMAT3,2842,0,3
ZNF615,847,0,3
TTYH2,2899,0,3
PRICKLE2-AS3,2980,0,3
GMPPA,2930,0,3
ANK3,2865,0,2
C6orf48,2766,0,3
DBI,1998,0,3
CPEB1,2807,0,3
GLRX5,2894,0,3
SCAMP5,2010,0,3
AKAP2,2209,0,3
SORBS2,2640,0,3
PDCD10,1559,0,3
RP11-167H9.3,2944,0,3
RPL5,2530,0,2
NME7,332,0,3
PDHB,2541,0,3
ADD2,86,0,3
LOC101927702,2944,0,3
SCARB2,2193,0,3
FBXW12,139,0,3
DYNC1LI2,2234,0,2
ZDHHC17,2922,0,3
OLA1,1955,0,3
AXIN1,2944,0,3
MAP7D2,1330,0,3
KPNA2,2992,0,3
LRRC3B,2757,0,3
TMED8,2621,0,3
SLIRP,1945,0,3
LOC100233156,1142,0,3
MUM1,495,0,3
XPO6,2326,0,3
FZD7,1446,0,3
VTCN1,2945,0,3
UBE2E2,278,0,3
PPP1R16B,2109,0,3
MAN1C1,2976,0,3
PGF,57,0,3
PPA1,1014,0,3
BC048982,2980,0,3
MTCH1,2838,0,6
GNPAT,1842,0,3
MAP1B,2838,0,6
ERH,2236,0,3
HARS,205,0,3
MAGED1,332,0,3
CHGB,340,1,3
RSRC2,1300,0,3
HSD17B7,490,0,3
RPL21,2112,0,3
RSL1D1,1034,0,3
MALSU1,2555,0,3
MACROD2,1056,0,3
WASF2,2580,0,3
PEG3-AS1,1300,0,3
SLIT1,2161,0,3
ANKRD36C,2944,0,3
CYR61,2503,0,3
LOC339978,2945,0,3
C16orf89,2633,0,3
SLC14A1,2941,0,3
TMEM178A,446,0,3
CYFIP2,188,0,3
LDLRAD3,2901,0,3
PCOLCE-AS1,2897,0,3
FLJ43315,2980,0,3
WASH1,731,0,3
TAS2R19,2945,0,3
CADPS2,2620,0,3
HRK,1674,0,3
HIPK2,2794,0,3
ZNF675,2945,0,3
LMBRD2,2391,0,3
TRIM40,2980,0,3
MAP4,1626,0,3
RP11-680F8.4,2930,0,3
CHM,2061,0,3
PTMA,1991,0,3
FANCL,1576,0,3
LBR,1599,0,3
RBBP7,2643,0,3
HYOU1,2538,0,3
PEG3,2157,0,2
CCNG1,1732,0,3
MZF1,740,0,3
EBAG9,2555,0,3
HMBOX1,2989,0,3
LOC101927057,362,0,3
SNX18,2913,0,3
CPOX,1858,0,3
NDN,930,0,3
IMMT,738,0,3
DYNLRB1,1605,0,3
SSB,2337,0,3
SLC7A14,1588,0,3
ABCC5,1490,0,3
NRXN1,2475,0,3
MICAL2,109,0,3
ZP4,2783,0,3
FOPNL,1444,0,3
LOC101928205,2785,0,3
15-Sep,1864,0,3
TRIM4,1592,0,3
TTC7B,2908,0,3
AF086154,2945,0,3
GAK,1747,0,3
OLFML2B,2783,0,3
POLA1,2897,0,3
CENPE,2980,0,3
JARID2,2222,0,3
ACTG1P4,2526,0,3
RAB10,1917,0,3
NUDT19,1896,0,3
IGFBP7,2498,0,3
KIAA0391,763,0,3
IGDCC4,2941,0,3
CSMD3,385,0,3
EGR1,1605,0,3
NPY,803,0,3
LSM14A,2473,0,3
FRY,1034,0,3
IK,2949,0,3
CTSE,2874,0,3
CCDC47,13,0,3
NECAB2,586,0,3
SLC7A2,2914,0,3
BCLAF1,1864,0,3
KIAA1045,1916,0,3
IKBKAP,301,0,3
SOWAHA,2994,0,3
SLC38A11,2985,0,3
ELOVL4,1556,0,3
VPS4B,2912,0,3
MYRIP,2997,0,3
KLHL2,2365,0,2
SLC4A8,1401,0,3
TNFSF9,2944,0,3
TJAP1,2288,0,3
LINC01119,2944,0,3
MYH9,2944,0,3
TTC1,2857,0,3
TCEAL7,2124,0,3
PODXL,2889,0,3
ALDH1B1,2785,0,3
ALMS1,2834,0,3
NKAIN2,810,0,3
SAT1,1930,0,3
TMEM141,2930,0,3
SAMD12,2718,0,3
SYNJ1,1258,0,3
RPS24,2206,0,3
EMX2OS,2591,0,3
FAM160B1,2615,0,3
SHOC2,774,0,3
HAGH,2536,0,3
RPS27,2072,0,2
ANKRD12,2109,0,3
LRIG1,2941,0,3
PAIP2B,2419,0,3
WFS1,1982,0,3
USP33,2954,0,3
GSS,1345,0,3
DGCR2,1701,0,3
FZD3,2954,0,3
FAM96A,1935,0,3
CCL20,2980,0,3
RPS2,2205,0,3
C19orf12,2385,0,3
MPC1,409,0,3
CERS5,638,0,3
SCRG1,2373,0,3
WDR47,339,0,3
TOX2,2405,0,3
RPS4Y1,2303,0,3
NACA,1014,0,3
WAC,1823,0,3
TUBA1B,2799,0,6
NR3C2,555,0,3
RP3-368A4.6,1134,0,3
ASS1,2884,0,3
TRPC1,1222,0,3
ADPRHL2,2327,0,3
PPL,1553,0,3
TTK,2980,0,3
VPS28,1988,0,3
GPRASP1,2707,0,2
USP34,156,0,3
SUSD4,1382,0,3
ADO,1981,0,3
SYBU,1015,0,3
LAMA5,2297,0,3
TMTC1,953,0,3
CABP4,2886,0,3
C12orf10,687,0,3
BMS1,724,0,3
PIM3,1853,0,3
ADAM1A,2551,0,3
RUNDC3A,126,0,3
NOL4,2282,0,3
NSUN2,2412,0,3
MIR612,2794,0,3
PHF6,2787,0,3
LOC102723493,2785,0,3
GOSR1,2962,0,3
FMNL2,1754,0,3
TEX13B,2945,0,3
MYL12B,2707,0,2
OSBPL8,2960,0,3
ATP6V1F,380,0,3
HLA-E,2862,0,3
LOC100289019,2070,0,3
BARX1,2945,0,3
RP11-97C16.1,1255,0,3
RUFY3,2779,0,3
BTAF1,2564,0,3
GNB5,1553,0,3
CCDC115,584,0,3
PAFAH1B2,1578,0,3
VWA5A,1149,0,3
LOC100127940,2945,0,3
UHMK1,1552,0,3
SEZ6L,61,0,3
UBQLN2,2991,0,3
MRPS7,2937,0,3
AGPAT4,1275,0,3
INPP5F,2479,0,3
P2RY8,2875,0,3
THUMPD1,2067,0,3
OLFM3,2983,0,3
RNF220,2616,0,3
MARK4,442,0,3
DENND6A,1867,0,3
CBLN2,2817,0,3
RP11-38P22.2,2887,0,3
C19orf54,1232,0,3
SYT11,2064,0,3
GPM6B,2522,0,7
SUMO3,1472,0,3
LOC257396,2897,0,3
MPHOSPH6,997,0,3
TMEFF2,46,0,3
CD74,2943,0,3
CSRP1,2697,0,2
SYN1,657,0,3
ARHGAP10,2937,0,3
ARL4C,2952,0,3
NDRG3,1904,0,3
CARTPT,601,0,3
C1orf213,1531,0,3
KHDRBS1,509,0,3
TPRG1L,718,0,3
PRRC2C,1701,0,3
TMEM55A,1836,0,3
NPAS4,2784,0,3
CTSB,161,0,3
GABRG2,2252,0,3
IL33,2785,0,3
CORO2B,275,0,3
CPSF3,924,0,3
TRMT11,1150,0,3
LOC340340,2944,0,3
NSMCE2,1022,0,3
YPEL5,1330,0,3
ATP13A3,1896,0,3
SPRYD4,2944,0,3
H1F0,452,0,3
NRN1,1969,0,3
THRB,2893,0,3
ARHGEF6,2162,0,3
WDR54,1548,0,3
NBPF1,1576,0,3
LHFP,2599,0,3
TRIL,2887,0,3
SRPK2,1549,0,3
EIF5,2968,0,3
ATAD1,985,0,3
SEMA3G,2720,0,3
SUGT1,2903,0,3
MAT2A,1788,0,3
MEA1,2753,0,3
PSMA5,2307,0,3
ATRX,2659,0,3
XPA,1981,0,3
SLC2A1,2324,0,3
PMM1,771,0,3
HLF,1499,0,3
LOC100130093,191,0,3
PKIA,1709,0,3
GOLGA8A,1490,0,3
MYH10,2865,0,2
ZNF423,2898,0,3
LYSMD2,1792,0,3
POU3F3,2899,0,3
MIR6789,692,0,3
RFC5,56,0,3
AGAP10,2567,0,3
CHMP5,2165,0,3
CTNNAL1,2725,0,3
ZCCHC24,2794,0,3
DYRK1A,1118,0,3
LOC285147,2892,0,3
SPECC1L,2663,0,3
LPHN3,2343,0,3
ULK3,452,0,3
HK1,112,0,3
TCEAL3,2625,0,5
SALL2,1853,0,3
PET112,2273,0,3
LOC101928725,2783,0,3
PAFAH1B1,1904,0,3
SLAMF6,2943,0,3
FAM69A,420,0,3
TUBB4A,586,0,3
NRXN3,1258,0,3
KIAA1377,1560,0,3
AACS,2893,0,3
PPDPF,1142,0,3
ADIRF-AS1,2785,0,3
UHRF2,1494,0,3
LYG1,2783,0,3
KITLG,1881,0,3
ATP6V0E2,188,0,3
KIAA1211L,420,0,3
KSR1,1761,0,3
CD200,2983,0,3
NHP2,969,0,3
COL24A1,953,0,3
RP3-486D24.1,2958,0,3
CREG2,133,0,3
MEST,595,0,3
BCL11B,1154,0,3
C3orf14,2853,0,3
ODC1,13,0,3
RNU86,2603,0,5
ARMC1,2830,0,3
LOC101928231,2944,0,3
SEC62,1966,0,3
BC045805,2664,0,3
IFI27L1,2488,0,3
MGEA5,900,0,3
MYCBP2,2442,0,5
BC042366,2874,0,3
NFIA,2889,0,3
MRPS15,1811,0,3
ACBD5,2030,0,3
KCNJ10,2887,0,3
EPM2AIP1,2833,0,3
ZNF362,337,0,3
MED13,1536,0,3
LRRC10B,1675,0,3
SLC7A9,2930,0,3
CAND2,298,0,3
HIST1H4A,2952,0,3
NMUR2,2874,0,3
OR7E104P,2518,0,3
ADAP1,247,0,3
DPP10-AS1,2891,0,3
C3orf17,2483,0,3
KIAA0556,467,0,3
ASNSD1,2474,0,3
ERRFI1,1300,0,3
HNRNPK,2922,0,3
PITPNC1,2899,0,3
GPR56,2887,0,3
NPDC1,2689,0,3
COPS2,1859,0,3
RUNX1T1,2962,0,3
XPOT,2621,0,3
LOC285812,1966,0,3
IRS2,2046,0,3
UFC1,2511,0,3
PHACTR3,2319,0,3
SNX10,1712,0,3
KANK1,2419,0,3
HLA-DMB,1418,0,3
EID1,2275,0,3
PPAP2A,1597,0,3
SNRPD3,2061,0,3
MIR4746,1413,0,3
RALYL,1712,0,3
REV3L,1565,0,3
PALLD,2759,0,3
RAPGEF4,2902,0,3
RNF111,2008,0,3
UNC5A,600,0,3
TMEM41B,278,0,3
ALMS1-IT1,2944,0,3
LOC101060373,131,0,3
GOLGA8N,1966,0,3
TMX4,1648,0,3
SPON1,2941,0,3
CSNK2B,1441,0,3
CDK5RAP3,2663,0,3
ATRNL1,1739,0,3
ARSJ,2980,0,3
AGL,2912,0,3
ALDH9A1,1855,0,3
ZNF562,2936,0,3
MIAT,2410,0,2
SLC22A9,2944,0,3
REEP1,1434,0,3
FAR2P2,1313,0,3
ERICH3,821,0,3
MRPL15,2891,0,3
ATP6V1G2,974,0,3
YY1AP1,2638,0,3
CBLN4,2368,0,3
APELA,2980,0,3
FKBP9,2566,0,3
WDR83OS,2949,0,3
MLLT3,1365,0,3
DENND4B,2962,0,3
KLHL15,1394,0,3
IGIP,2738,0,2
KIF21A,2869,0,3
AARS,970,0,3
SEMG1,2944,0,3
TAGLN,2631,0,3
DDX26B,2936,0,3
VSIG4,2953,0,3
KIAA0907,1407,0,3
RP11-469M7.1,1837,0,3
CRYBG3,2920,0,3
LOC102724975,2980,0,3
BDP1,1350,0,3
FGF8,2980,0,3
HSPA8,2625,0,5
IGFBP5,2914,0,3
PPARD,2845,0,3
SOD2,2961,0,3
SLC6A13,2924,0,3
CAMTA2,462,0,3
RP11-309G3.3,2783,0,3
RPS19,2229,0,2
EPHX4,2935,0,3
SCN11A,2945,0,3
IGF2BP2,2886,0,3
NDUFAF1,1246,0,3
BANP,2787,0,3
ATPAF1,2586,0,3
PHYHIP,199,0,3
PPID,1089,0,3
RAP1GAP2,2813,0,3
ZNF623,1896,0,3
GBE1,1089,0,3
CBX7,2805,0,3
LRRTM2,2739,0,3
MARS,1757,0,3
NPM2,347,0,3
PPP2R1A,781,0,3
DPP8,2818,0,3
NIPA2,1196,0,3
MPRIP,508,0,3
BEGAIN,610,0,3
MUM1L1,695,0,3
HMGCS1,636,0,3
LINC00632,2177,0,3
MANSC1,2051,0,3
LINC00837,2945,0,3
LOC101927769,2944,0,3
LOC101930235,2943,0,3
HCFC1R1,1142,0,3
CLSTN2,1625,0,3
SDF2L1,2897,0,3
COASY,2663,0,3
HSBP1,2541,0,3
PSMG2,2198,0,3
LOC728613,2040,0,3
NOP58,1175,0,3
KPTN,592,0,3
IFT80,2854,0,3
GAP43,1712,0,3
LOC728099,2785,0,3
AC145343.2,2875,0,3
HSP90B1,1310,0,3
LIN7C,1576,0,3
CEBPD,577,0,3
BLCAP,2575,0,2
KIRREL3,2242,0,3
RP11-295M18.6,1292,0,3
LOC101927651,2944,0,3
CAMLG,91,0,3
6-Mar,2621,0,3
ATP5C1,1976,0,3
LRRC4C,323,0,3
ODF3L2,2944,0,3
HNRNPH2,1864,0,3
CDC7,725,0,3
SLC25A12,2926,0,3
GPR26,1595,0,3
LOC101060747,1536,0,3
CSN2,2945,0,3
RP11-320H14.1,2282,0,3
UBE2E3,2128,0,3
PSMD4,2686,0,3
SETD1B,1557,0,3
CDK19,2957,0,3
TMEM59,704,0,3
UQCRC1,945,0,3
ACTA2,2631,0,3
ASMTL,1510,0,3
NDUFA5,2124,0,3
SH3BGRL2,1156,0,3
RNPS1,1159,0,3
GPR20,2980,0,3
MIR34A,2503,0,3
NOP2,2559,0,3
HAPLN2,1681,0,3
UBAP2,233,0,3
CELF4,2761,0,3
TMEM60,1653,0,3
IMPDH1,2975,0,3
TSPAN18,1446,0,3
MKRN1,219,0,3
KLHL30-AS1,2980,0,3
LEFTY1,2785,0,3
PTPRO,2409,0,8
NCOA1,2969,0,3
SRP54,1734,0,3
DAPK1,24,0,3
COX7A2L,2577,0,3
NOS1AP,2735,0,3
TLX3,2944,0,3
CNTFR,2785,0,3
DDHD2,2840,0,2
NBEA,1260,0,3
WIPI2,2203,0,3
AURKAIP1,2703,0,3
SCG5,2826,0,5
RB1CC1,2912,0,3
TALDO1,1125,0,3
SLITRK4,1685,0,3
CRYAB,2020,0,3
EIF3H,362,0,3
SLC5A3,1597,0,3
RGCC,2889,0,3
EIF2S2,2105,0,3
ACYP2,2462,0,3
PLEKHB1,2421,0,3
RAB22A,6,0,3
SKA2,2976,0,3
ZNF248,2688,0,3
HN1,356,0,3
RPP25L,558,0,3
NNAT,1449,0,3
SPCS2,2621,0,3
PPFIA3,644,0,3
IRAK1,2899,0,3
COX4I1,2840,0,2
PPM1L,2048,0,3
TNFSF13,2592,0,3
BCL11A,1843,0,3
ATP5L,1794,0,3
C6orf195,2945,0,3
NUDT3,2193,0,3
PRAF2,895,0,3
UBXN2A,139,0,3
CHGA,2620,0,3
NEGR1,632,0,3
IST1,2095,0,3
CDK10,1075,0,3
GRASP,2735,0,3
KAT2B,2705,0,3
BC039485,2944,0,3
AP3D1,1538,0,3
HSPD1,2382,0,3
ATP6V1G2-DDX39B,456,0,3
SF3B1,2621,0,3
NDFIP1,2707,0,2
BRSK2,720,0,3
CYP51A1,2903,0,3
PKIG,275,0,3
SRSF7,2066,0,3
CDC42SE1,2381,0,3
RPL31,2205,0,3
GLTP,2898,0,3
LINC00341,2254,0,3
LOC158960,1232,0,3
AHSA1,1376,0,3
CACNB4,2880,0,3
MRPS33,2246,0,3
GLIS1,2215,0,3
CNTN3,2993,0,3
CDH20,2980,0,3
FRRS1L,2922,0,3
MADCAM1,2944,0,3
CCDC12,999,0,3
HNRNPU-AS1,1713,0,3
MSMO1,108,0,3
PPM1A,1279,0,3
COPG2IT1,332,0,3
CARM1,2438,0,3
RAD21,1736,0,3
ACAA1,1334,0,3
RABL6,454,0,3
GDAP1,2435,0,3
TRIM33,2526,0,3
POM121C,2100,0,3
NUAK1,2233,0,2
MAT2B,1578,0,3
SCG3,1129,0,3
INA,332,0,3
TRIM8,577,0,3
SKI,1718,0,3
LDB2,2817,0,3
CALB2,2685,0,3
PTS,2666,0,3
DDX1,1976,0,3
MIR29B2,1467,0,3
KCNQ2,1812,0,3
NOSIP,455,0,3
CAMSAP2,253,0,3
ANKS1A,2659,0,3
CNTD2,2943,0,3
GTF3C1,2399,0,3
AATK,381,0,3
PTOV1,333,0,3
CERK,1939,0,3
DDX24,91,0,3
CHD5,2347,0,3
CST4,2944,0,3
CTBP1-AS2,2783,0,3
MLLT1,1003,0,3
LOC100996747,225,0,3
IL17RB,2862,0,3
LOC101929683,2944,0,3
CEBPG,2566,0,3
TDP2,2818,0,3
TRAK2,2319,0,3
DDAH1,1994,0,3
MCTP1,785,0,3
TAAR2,2980,0,3
KCNAB1,1245,0,3
MIR3682,1598,0,3
SCN3B,2987,0,3
BC041451,2945,0,3
DLD,822,0,3
PCBP4,676,0,3
RB1,1566,0,3
LOC100128185,2944,0,3
FAM53C,1358,0,3
GNB1,2429,0,3
FAU,188,0,3
NPTX1,604,0,3
PSMD1,1288,0,3
IRF2BP2,1879,0,3
ESRP2,2944,0,3
UNC79,2010,0,3
KCTD4,922,0,3
ADD1,1645,0,3
CD81,2362,0,3
DNM3,738,0,3
CSNK1G2,346,0,3
CBX3,2138,0,3
RPS23,2152,0,2
C10orf10,2503,0,3
CABLES2,2640,0,3
GPR155,1035,0,3
PORCN,895,0,3
CLIP4,2282,0,3
AEBP1,2937,0,3
MAL2,1647,0,3
HHIPL1,2944,0,3
ACTN1,1385,0,3
TCTEX1D2,1225,0,3
CD63,2496,0,3
TRUB2,2273,0,3
TTC36,2980,0,3
UNC5CL,2783,0,3
DLG2,1168,0,3
OGT,2994,0,3
CLK4,1311,0,3
ATP5D,1440,0,3
GNG2,483,0,3
GPC1,419,0,3
RAP2B,1201,0,3
SH3BGRL,2275,0,3
ACAD9,637,0,3
ENTPD6,1814,0,3
SPOCK2,254,0,3
AC092192.1,2945,0,3
PSMC2,2204,0,3
PDZD4,2872,0,3
HNRNPA1P31,2980,0,3
ARL6,869,0,3
OSBPL11,2939,0,3
ANKRD44-IT1,2945,0,3
DDX17,2158,0,2
RAB27B,2966,0,3
ANKRD46,2818,0,3
GFAP,2520,0,8
GRIA1,2750,0,3
HADHB,2496,0,3
KIAA0930,1788,0,3
SRGAP2C,156,0,3
SV2C,2825,0,3
RP11-127B20.2,2954,0,3
TOP2B,2739,0,3
NFASC,1628,0,3
CTB-167B5.2,2980,0,3
FSTL3,2943,0,3
USP4,941,0,3
UBB,2662,0,10
TM2D3,2840,0,2
UNC50,1559,0,3
MIR7114,344,0,3
TSHZ1,1068,0,3
NCK2,479,0,3
C11orf58,901,0,3
MIR124-2HG,1157,0,3
LOC101930149,2980,0,3
DNASE2,1233,0,3
EFNA5,501,0,3
NPM1,2577,0,3
RPL26L1,1545,0,3
LOC253573,2980,0,3
NIT2,2079,0,3
POGZ,522,0,3
ANGPTL4,2388,0,3
ISM1-AS1,2980,0,3
FAM189A2,612,0,3
OPA1,1214,0,3
TLE2,2183,0,3
ASPHD2,1393,0,3
LZTS3,2372,0,1
CIPC,1515,0,3
LETMD1,532,0,3
LOC101928157,2980,0,3
AKTIP,1213,0,3
CNKSR2,1299,0,3
PDZRN3,2551,0,3
PTAR1,2898,0,3
CBX1,1472,0,3
PDXK,2663,0,3
FANCE,2943,0,3
NDEL1,1103,0,3
EIF2S1,1103,0,3
PPP1CB,2602,0,3
MAMSTR,2886,0,3
UBA52,353,0,3
COPS7A,603,0,3
ZNF106,1935,0,3
VAPA,2621,0,3
REEP5,2625,0,5
CCDC152,57,0,3
UGCG,1196,0,3
RP11-981G7.6,2194,0,3
CPTP,1681,0,3
KARS,2738,0,2
OR13C4,2945,0,3
NDUFS7,1448,0,3
NBPF10,2025,0,3
APOC1,2953,0,3
UBE2K,1773,0,3
ATP5O,1937,0,3
RPL13,2112,0,3
FAM49B,2006,0,3
RP11-315F22.1,2980,0,3
ASRGL1,2888,0,3
ATP6V1A,2707,0,2
PSRC1,1567,0,3
SMAP2,1464,0,3
NAP1L2,2840,0,2
PRICKLE4,2235,0,3
SMIM17,1082,0,3
TMSB10,2838,0,6
S100A16,2101,0,3
NCKAP1,1792,0,3
MROH6,1233,0,3
CDIP1,2485,0,3
RIN2,2940,0,3
POP7,2694,0,3
PLK2,798,0,3
CMBL,52,0,3
POLR3F,2405,0,3
MYO15A,2783,0,3
TRANK1,2944,0,3
NECAP1,1343,0,3
ERVMER34-1,2945,0,3
DDX41,2883,0,3
MYADM,1762,0,3
CTC-425F1.4,2663,0,3
ZNF711,2475,0,3
LOC101927391,2783,0,3
LARP1,890,0,3
PQLC1,1594,0,3
LAMP5,1249,0,3
UNC5D,1606,0,3
KIAA1143,2854,0,3
MFSD1,1475,0,3
RBX1,64,0,3
JMY,2844,0,3
SH3BP5,2879,0,3
ELAVL2,108,0,3
AK055981,2565,0,3
C9orf24,2120,0,3
GRAMD1C,2887,0,3
NDUFS5,2707,0,2
ANP32B,2211,0,3
RNF165,1004,0,3
TECR,1338,0,3
LOC100507557,756,0,3
C1orf61,1626,0,3
TCERG1,772,0,3
RAB3C,805,0,3
SGK494,2698,0,3
DAPP1,2944,0,3
ADAM23,812,0,3
FKBP3,2879,0,3
SLC35A1,1966,0,3
SOD1,2826,0,5
NDUFC2,1898,0,3
FAM21C,2870,0,3
PDDC1,2845,0,3
PF4V1,2980,0,3
SEMA6D,2053,0,3
AFF1,2899,0,3
SLC45A4,2411,0,3
GATSL2,2962,0,3
ZDHHC16,572,0,3
UBE2G1,1737,0,3
ZIC2,2168,0,3
LOC645166,644,0,3
BCAS1,2889,0,3
NRIP1,2806,0,3
SHANK2,513,0,3
CHN1,2882,0,9
LOC157562,1515,0,3
PDXP,2857,0,3
GAS1,2914,0,3
AMPH,963,0,3
MADD,2375,0,3
GCSAML,2980,0,3
AOC4P,2980,0,3
CPEB3,1268,0,3
CCP110,1515,0,3
SLC9A6,2707,0,2
GTF2H3,721,0,3
LAP3,1997,0,3
PHYHIPL,2968,0,3
TMA7,2882,0,9
TOB1,1668,0,3
PBXIP1,2862,0,3
FAM155A,2876,0,3
SPATS2L,2556,0,3
NDFIP2,1049,0,3
TMEM241,2516,0,3
TPST1,2655,0,3
ABI1,1010,0,3
RP1-179N16.6,2783,0,3
P2RY4,2785,0,3
OSBPL1A,2455,0,3
EGR3,1277,0,3
MAPK6,2393,0,3
HS6ST2,2982,0,3
HERC2,1444,0,3
DQX1,2945,0,3
NECAB3,2091,0,3
KRTCAP2,2976,0,3
VPS33B,2012,0,3
BC043400,2875,0,3
SLC35E1,1705,0,3
AL132709.8,2100,0,3
CTA-331P3.1,2945,0,3
TAX1BP1,2078,0,3
DENR,1286,0,3
ELFN1,2930,0,3
LOC101929478,2944,0,3
RFTN1,2934,0,3
HAPLN4,905,0,3
ETV4,2944,0,3
GPX3,2914,0,3
ZBTB7A,346,0,3
SHPRH,1516,0,3
ACVR1C,847,0,3
LOC283713,2877,0,3
MAN2A1,1732,0,3
ATPIF1,2642,0,3
PPM1K,1612,0,3
AMZ2,2915,0,3
LINC00280,2873,0,3
CCDC78,2875,0,3
ISCU,2840,0,2
MAML2,2388,0,3
RNF128,932,0,3
CPEB4,2208,0,3
RTN1,2882,0,9
ATP8A2,2686,0,3
CTAGE11P,2875,0,3
NDUFV1,2691,0,3
MYBPC1,2889,0,3
9-Sep,1574,0,3
MYO1D,2980,0,3
DARS,2095,0,3
RAB31,2795,0,3
SYT4,2707,0,2
SLAIN1,1878,0,3
CCBL2,2624,0,3
LOC728554,2061,0,3
MT1H,1998,0,3
DUS1L,580,0,3
SNAP25,2826,0,5
SULT4A1,1969,0,3
LRRC40,2051,0,3
ARGLU1,2922,0,3
SECISBP2L,1560,0,3
TIAM1,2991,0,3
COL4A3BP,1085,0,3
SIRT2,2438,0,3
SSX2IP,2818,0,3
RORA,2054,0,3
TMEM184C,2971,0,3
ANXA11,775,0,3
ENPP2,1878,0,3
NUFIP2,1935,0,3
LGI1,606,0,3
TGFB1I1,2631,0,3
NDUFA6,2435,0,3
CCPG1,2908,0,3
HEG1,2633,0,3
COX6A1,129,0,3
UBL5,1776,0,3
TEX2,1962,0,3
SNAPC5,2852,0,3
COPB1,193,0,3
HDGF,233,0,3
EPS15,2865,0,2
XPO1,2993,0,3
SDC4,2795,0,3
LINC-PINT,1196,0,3
MGC16142,2944,0,3
KCNJ9,2585,0,3
TPP1,495,0,3
FBXL17,1818,0,3
AZIN1,362,0,3
TMEM47,2705,0,3
COX5B,1095,0,3
FAM35A,1475,0,3
CA10,2983,0,3
DNAJC8,2291,0,3
CSMD1,2051,0,3
RP5-882O7.1,2882,0,9
UBE4A,2738,0,2
EEF1A1,2598,0,7
MT1E,1998,0,3
PRKAR1A,2917,0,3
SRSF1,1297,0,3
NPEPPS,958,0,3
CSGALNACT1,2459,0,3
ZC3H12C,2820,0,3
OPCML,2707,0,2
S100A9,2980,0,3
PKNOX2,2118,0,3
FOXM1,2980,0,3
FAM192A,508,0,3
RPL41,2662,0,10
FAM131A,1168,0,3
CDC27,834,0,3
TMEM70,2079,0,3
ARF1,2374,0,3
TMEM14A,1899,0,3
SECISBP2,2963,0,3
C1R,2765,0,3
USP7,1823,0,3
HTRA1,2782,0,2
GNPDA1,2012,0,3
RPL11,2996,0,3
STXBP5,2831,0,3
THYN1,196,0,3
SEPP1,1758,0,3
AF131215.8,2944,0,3
TMEM167B,1315,0,3
SLC1A2,2520,0,8
DSP,2914,0,3
TMEM212,2943,0,3
PMVK,2901,0,3
CYP4X1,1829,0,3
LOC113230,2943,0,3
STMN3,91,0,3
RPSA,2737,0,6
C12orf29,2903,0,3
FAM13C,1644,0,3
PFDN2,2804,0,3
HSD17B10,2819,0,3
SGCE,2373,0,3
USP11,625,0,3
PPP2CA,619,0,3
RASL10A,1327,0,3
MAL,1999,0,3
OR1E1,2945,0,3
CLTA,2916,0,3
CISD1,2198,0,3
COX8A,943,0,3
MAP7,2908,0,3
ZBTB20,1132,0,3
EIF4A3,996,0,3
SLC25A2,2945,0,3
RP11-389C8.2,2631,0,3
MGAT5,2970,0,3
AK090844,1692,0,3
RPS15A,2390,0,3
PRKCB,1920,0,3
LDOC1,2727,0,3
FKBP1B,697,0,3
PNPLA8,2660,0,3
ZNF622,2373,0,3
FAM115A,2831,0,3
LOC285000,2980,0,3
AOC3,2631,0,3
LINC00623,2663,0,3
CDO1,1187,0,3
SESTD1,2661,0,3
